budget,genres,id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",673,en,Harry Potter and the Prisoner of Azkaban,79.679601,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-05-31,789804554,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,7.7,5877
61000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",210577,en,Gone Girl,143.041543,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-01,369330363,145,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You don't know what you've got 'til it's...,Gone Girl,7.9,5862
100000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",672,en,Harry Potter and the Chamber of Secrets,132.397737,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-13,876688482,161,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hogwarts is back in session.,Harry Potter and the Chamber of Secrets,7.4,5815
120000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",87827,en,Life of Pi,51.328145,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2012-11-20,609016565,127,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Believe The Unbelievable,Life of Pi,7.2,5797
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",10528,en,Sherlock Holmes,57.834787,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-23,524028679,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Nothing escapes him.,Sherlock Holmes,7.0,5766
33000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",807,en,Se7en,79.579532,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-09-22,327311859,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Seven deadly sins. Seven ways to die.,Se7en,8.1,5765
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",100402,en,Captain America: The Winter Soldier,72.225265,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-20,714766572,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",In heroes we trust.,Captain America: The Winter Soldier,7.6,5764
105000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",49047,en,Gravity,110.153618,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-27,716392705,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Don't Let Go,Gravity,7.3,5751
14000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",205596,en,The Imitation Game,145.364591,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-14,233555708,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The true enigma was the man who cracked the code.,The Imitation Game,8.0,5723
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",674,en,Harry Potter and the Goblet of Fire,101.250416,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-05,895921036,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,7.5,5608
125000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",131631,en,The Hunger Games: Mockingjay - Part 1,206.227151,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-11-18,752100229,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,6.6,5584
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",72190,en,World War Z,81.834855,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MT"", ""name"": ""Malta""}]",2013-06-20,531865000,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Remember Philly!,World War Z,6.7,5560
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 9648, ""name"": ""Mystery""}]",675,en,Harry Potter and the Order of the Phoenix,78.144395,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-28,938212738,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Evil Must Be Confronted.,Harry Potter and the Order of the Phoenix,7.4,5494
75000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",75656,en,Now You See Me,71.124686,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2013-05-29,117698894,115,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487
103000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",98,en,Gladiator,95.301296,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-01,457640427,155,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Hero Will Rise.,Gladiator,7.9,5439
45000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",8587,en,The Lion King,90.457886,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-06-23,788241776,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8.0,5376
34000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",198663,en,The Maze Runner,131.815575,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-10,348319861,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Run - Remember - Survive,The Maze Runner,7.0,5371
150000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",109445,en,Frozen,165.125366,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-27,1274219009,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Only the act of true love will thaw a frozen heart.,Frozen,7.3,5295
250000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",767,en,Harry Potter and the Half-Blood Prince,98.885637,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-07,933959197,153,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,7.4,5293
30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",862,en,Toy Story,73.640445,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-30,373554033,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",,Toy Story,7.7,5269
139000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",557,en,Spider-Man,82.502566,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-01,821708551,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",With great power comes great responsibility.,Spider-Man,6.8,5265
200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",58,en,Pirates of the Caribbean: Dead Man's Chest,145.847379,"[{""iso_3166_1"": ""JM"", ""name"": ""Jamaica""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""DM"", ""name"": ""Dominica""}]",2006-06-20,1065659812,151,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Jack is back!,Pirates of the Caribbean: Dead Man's Chest,7.0,5246
160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",49538,en,X-Men: First Class,3.195174,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-24,353624124,132,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Witness the moment that will change our world.,X-Men: First Class,7.1,5181
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",9806,en,The Incredibles,77.817571,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-05,631442092,115,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","No gut, no glory",The Incredibles,7.4,5152
130000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",70981,en,Prometheus,68.889395,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-05-30,403170142,124,"[{""iso_639_1"": ""gd"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Search for Our Beginning Could Lead to Our End.,Prometheus,6.3,5080
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",857,en,Saving Private Ryan,76.041867,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-24,481840909,169,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The mission is a man.,Saving Private Ryan,7.9,5048
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]",1271,en,300,65.197968,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-09,422610419,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Spartans, prepare for glory!",300,7.0,4997
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",24,en,Kill Bill: Vol. 1,79.754966,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-10,180949000,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Go for the kill.,Kill Bill: Vol. 1,7.7,4949
380000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",1865,en,Pirates of the Caribbean: On Stranger Tides,135.413856,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-14,1045713802,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,6.4,4948
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",14161,en,2012,45.274225,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-10,769653595,158,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""bo"", ""name"": """"}]",We Were Warned.,2012,5.6,4903
178000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",137113,en,Edge of Tomorrow,79.456485,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-27,370541256,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Live, Die, Repeat",Edge of Tomorrow,7.6,4858
63000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",329,en,Jurassic Park,40.413191,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-06-11,920100000,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",An adventure 65 million years in the making.,Jurassic Park,7.6,4856
150000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",6479,en,I Am Legend,70.867401,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-12-14,585349010,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The last man on Earth is not alone,I Am Legend,6.9,4853
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",75612,en,Oblivion,67.698004,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-10,286168572,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Earth is a memory worth fighting for,Oblivion,6.4,4800
180000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",68726,en,Pacific Rim,56.523205,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2013-07-11,407602906,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794
250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",122917,en,The Hobbit: The Battle of the Five Armies,120.965743,"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-10,956019788,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Witness the defining chapter of the Middle-Earth saga,The Hobbit: The Battle of the Five Armies,7.1,4760
170000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",76338,en,Thor: The Dark World,99.499595,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-29,644571402,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Delve into the darkness,Thor: The Dark World,6.8,4755
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",82693,en,Silver Linings Playbook,63.599973,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-08,205738714,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Watch For The Signs,Silver Linings Playbook,6.9,4742
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",264660,en,Ex Machina,95.130041,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2015-01-21,36869414,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There is nothing more human than the will to survive,Ex Machina,7.6,4737
178000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",246655,en,X-Men: Apocalypse,139.272042,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-18,543934787,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Only the strong will survive,X-Men: Apocalypse,6.4,4721
50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",72105,en,Ted,68.87691,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-06-29,549368315,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Ted is coming.,Ted,6.3,4697
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",59967,en,Looper,46.377628,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-26,47042000,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Hunted By Your Future, Haunted By Your Past",Looper,6.6,4697
32350000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1892,en,Return of the Jedi,46.509071,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-05-23,572700000,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Empire Falls...,Return of the Jedi,7.9,4665
85000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",157350,en,Divergent,80.316463,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-14,288747895,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",What makes you different makes you dangerous.,Divergent,6.9,4663
200000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",12155,en,Alice in Wonderland,78.530105,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-03,1025491110,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You're invited to a very important date.,Alice in Wonderland,6.4,4645
